AT5G59720	134925.523289869	-11.4215461037388	0.182405758045224	-62.6161488877286	0	0
AT5G48570	11503.521821854	-6.79388127540635	0.163974240998454	-41.4326130374978	0	0
AT2G29500	87150.1084492731	-10.1890296177531	0.167104514788049	-60.9739936151728	0	0
ATMG01390	52753.3738065853	-5.9435144562267	0.144179631216879	-41.2229827893393	0	0
ATMG00030	21009.2387318658	-5.39065644842719	0.159344890179087	-33.8301180688546	7.1163814898753e-251	3.39750285089627e-247
ATMG00020	82710.7235735674	-4.97384058168064	0.148756658142902	-33.4360871222486	4.10032874713879e-245	1.63131579204917e-241
AT5G52640	6451.2578676494	-5.65846222931858	0.170493598098459	-33.1887079188208	1.56664108915631e-241	5.34246991989288e-238
ATMG00690	5410.67422807364	-9.34318049026562	0.303502428420686	-30.7845328911669	4.22116227398053e-208	1.25954205802736e-204
ATMG00160	3831.8841308883	-8.84400773071055	0.293408925546566	-30.1422586727238	1.35491326476899e-199	3.59368161592229e-196
ATMG01360	2472.18661631973	-7.36284708438084	0.244539265719039	-30.1090586116354	3.68772886814425e-199	8.80297758114714e-196
AT2G07698	2806.16820466061	-7.30816774405381	0.246021390691878	-29.7054159538782	6.53641429556671e-194	1.41846132408612e-190
AT2G07662	2568.98361548572	-8.03114627652748	0.278942500765217	-28.7914041585482	2.74818103220325e-182	5.46681911831032e-179
ATMG00090	2233.89433174799	-6.76784254293197	0.237024743329335	-28.5533166194736	2.55486502155958e-179	4.69132176381913e-176
AT3G12580	8846.12825097107	-4.78838081965553	0.169642030787808	-28.2263823264704	2.77530874078547e-175	4.73209963937785e-172
AT4G23680	15421.4729808934	-4.93117807164855	0.175155168646655	-28.1531975890265	2.18984099081063e-174	3.48491295277603e-171
AT5G12110	3424.38325068396	-5.11262850778261	0.18510486364985	-27.6201738137677	6.37032515939947e-168	9.50412699250155e-165
AT1G07400	1668.30524226791	-5.95727758148219	0.220708754043655	-26.9915781424052	1.85574345687366e-160	2.46102511439062e-157
AT4G12400	2940.93016553194	-4.86443057873124	0.180209094643528	-26.9932579615562	1.77336869812456e-160	2.46102511439062e-157
AT2G47180	2694.27196398721	-4.98632781710175	0.186012922534995	-26.8063516724955	2.72476629098486e-158	3.42331032274209e-155
AT5G12020	7373.07897913718	-11.0715826277185	0.418892053734026	-26.4306341670267	6.09306731300226e-154	7.27238049143385e-151
AT2G42530	2885.98327703096	4.39842628964827	0.167196194205753	26.3069761279108	1.59579547847192e-152	1.8139635174573e-149
AT5G59310	2860.68196154567	-8.98644099075647	0.347414287245566	-25.8666419910489	1.58120963763019e-147	1.7156843299941e-144
AT3G28270	1315.43186995153	-5.44038502099373	0.211661251149037	-25.7032640195583	1.07468818168608e-145	1.1153861558708e-142
ATMG01170	1643.61152216212	-7.24478177207853	0.286760499787068	-25.2642249454095	7.90286801707576e-141	7.86039010148398e-138
AT4G21320	1576.10677025203	-5.66003631668137	0.226241018479973	-25.01772823827	3.92125703435635e-138	3.74417306668481e-135
AT5G51440	1804.65276059604	-4.87734135746534	0.195225584570319	-24.9831054070095	9.33133397348371e-138	8.5672412800396e-135
AT2G43570	1529.43928551633	-4.53249390959341	0.182196026814779	-24.8770183896554	1.31943750257044e-136	1.16652935643922e-133
ATMG00660	1395.70209273613	-6.10082263227555	0.245652445599304	-24.8351797084361	3.73904318912903e-136	3.18766785598926e-133
ATMG00670	1181.00370854163	-6.52109801288434	0.26719502726914	-24.4057611383455	1.485537066185e-131	1.22280190713455e-128
AT2G01010	3161.55239439301	-4.34953251706478	0.182242575581778	-23.8667199647484	6.79058091210686e-126	5.40326523176343e-123
AT1G70850	1939.21546690069	4.2718599662496	0.179039718753695	23.8598451560707	8.00350109205863e-126	6.16295401833973e-123
