gene_id,baseMean,log2FoldChange,lfcSE,stat,pvalue,padj,regulation
AT5G13170,432.442936289444,-4.75925074353622,0.271876797949445,-17.5051743268699,1.30825891404267e-68,3.43180753155082e-66,down
AT2G46830,517.47895772748,-4.39527076066185,0.25136865534756,-17.485357331385,1.85248171368998e-68,4.80658597690146e-66,down
AT2G07774,435.985667173071,-6.02245015186894,0.344946387032153,-17.459090392814,2.93574631091777e-68,7.53539786966861e-66,down
AT5G24155,663.892216071969,-3.78226670098178,0.218925889483175,-17.2764706353857,7.07468439631934e-67,1.79659352366531e-64,down
AT4G19690,400.43874518369,5.30544317744816,0.307374161427089,17.2605372970058,9.32393123687504e-67,2.3428585532152e-64,up
AT5G40780,513.424881825415,3.97029600798793,0.230535311339221,17.2220732039867,1.81373197403874e-66,4.5099579116957e-64,up
AT5G43330,3635.12677125277,-2.843524000008,0.165632931318969,-17.1676246828722,4.64024041445903e-66,1.14192967972734e-63,down
AT2G07715,564.346561586039,-4.46427905747061,0.260203483508236,-17.156876600114,5.58368833286389e-66,1.36008392034484e-63,down
AT5G64510,420.898328742817,-4.35857575372751,0.254131800047496,-17.1508475244456,6.19424480157322e-66,1.49356381473085e-63,down
AT4G14400,790.472712932608,3.27335967704207,0.191211408607959,17.1190605250624,1.0698804934412901e-65,2.5539117258937e-63,up
AT5G48010,395.882077974962,4.70208285097762,0.275996553903459,17.0367447871192,4.38467118544734e-65,1.0261420183119e-62,up
AT5G57150,2014.44489401891,-2.76763920279469,0.162448922605424,-17.0369809685785,4.3670035028126104e-65,1.0261420183119e-62,down
AT1G06360,860.284096884548,3.1880775987666,0.187536118560689,16.9998058146591,8.23923954265045e-65,1.9095037584719299e-62,up
AT1G13080,1143.89770637776,-3.35133474449637,0.19744986009261,-16.9730925254872,1.29907022140397e-64,2.98174088991674e-62,down
AT1G58270,1160.21625484673,3.25498577490454,0.192065605403702,16.9472601201183,2.0163393310902198e-64,4.58400344499567e-62,up
AT4G01870,901.770741690525,3.10455040994631,0.18419282755777,16.8548930547939,9.65826533135931e-64,2.17502312947998e-61,up
AT2G40610,634.508769445596,3.45159929883925,0.20614842660129,16.7432725815316,6.3404435570377e-63,1.41451147803782e-60,up
ATMG00040,1283.99152332438,-9.54847748542824,0.570716661016392,-16.7306794030216,7.83395579214603e-63,1.73152183994739e-60,down
AT3G29810,599.028405718754,-3.65558236862598,0.218690035030549,-16.7158159177912,1.00534502420985e-62,2.20170560301957e-60,down
AT3G63160,20695.5472107888,2.87221234778585,0.172196992898666,16.6798054915865,1.8381644047572399e-62,3.98898386417819e-60,up
AT1G17170,579.520119585463,3.55164140371224,0.215709813566598,16.4649041459382,6.55664213759962e-61,1.41003247267244e-58,up
AT2G27402,524.735175213635,3.83464810883111,0.234249670924392,16.3699188720261,3.13631749964574e-60,6.684556699468181e-58,up
AT1G62290,1224.62425336485,-2.84124535332685,0.174118829623341,-16.3178523510244,7.36825477967809e-60,1.55652752075837e-57,down
AT1G58150,567.0598722223,-3.73512113532178,0.229474123418358,-16.2768728764778,1.44044060150559e-59,3.01620680688947e-57,down
AT1G02850,1630.61007110305,-2.66706602576379,0.163938941375864,-16.2686546794821,1.64737498339377e-59,3.41952071552979e-57,down
ATMG00110,448.463663582892,-6.6558085446776,0.409477295402353,-16.2544019397647,2.07886983034235e-59,4.2779915275950196e-57,down
AT1G67870,8910.6272005656,2.33173109570295,0.143875636152388,16.2065736636136,4.53137537047998e-59,9.245167646899799e-57,up
AT2G43590,1700.58749383003,2.90519993688975,0.179358662963201,16.1977118299874,5.23386005012394e-59,1.0587921462416e-56,up
AT2G36750,691.377350322034,-3.19685165139498,0.197495936819603,-16.1869236546119,6.23697876894277e-59,1.2511169764154e-56,down
AT4G10250,52939.6075532526,-16.7233423566551,1.03432691122912,-16.1683334109351,8.43493883475256e-59,1.6779202077031498e-56,down
AT5G48070,334.378437642588,5.17102148845242,0.320562270898726,16.1310982541863,1.5425283339914e-58,3.04311519509989e-56,up
AT3G27170,980.027018886434,-3.10405326891785,0.192465658757581,-16.1278291875827,1.62637284112302e-58,3.18222508938095e-56,down
AT5G19250,1543.66156555969,2.69809099135445,0.167846094254707,16.0747916317914,3.8327995592023805e-58,7.438435632334969e-56,up
AT1G27020,2539.73697060351,2.67316302387748,0.167220794103789,15.9858290244593,1.6041850799695598e-57,3.08818564870592e-55,up
AT2G05510,5247.8133936477,-2.68981480397139,0.168977374649649,-15.9181950219569,4.73850398550192e-57,9.04902629103331e-55,down
AT1G52510,1353.91962498031,2.68259711295484,0.170364544228268,15.7462171786195,7.291451831687049e-56,1.38138291011271e-53,up
AT3G25190,431.731903939783,3.65981881952808,0.233043967959884,15.7044134270752,1.4107649246896199e-55,2.6516826391548e-53,up
AT2G44460,581.848749850034,-3.21024735282123,0.205263100276903,-15.6396709807586,3.9074169099462494e-55,7.28702727010366e-53,down
AT1G64720,27390.7778653769,-2.22341756364823,0.142249963963107,-15.6303559010031,4.5226989194178396e-55,8.36909658181576e-53,down
AT5G59090,900.216489295953,2.92858315896386,0.187781513990127,15.5956946812019,7.7871706554559e-55,1.4299042362799102e-52,up
AT4G25810,485.547616626079,-3.37965285544624,0.217823128158306,-15.5155831431731,2.72151022375519e-54,4.9591733245236806e-52,down
AT1G02220,925.271001092495,-2.83200596719156,0.182541092388874,-15.5143476470406,2.77440031052824e-54,5.01725074338027e-52,down
AT1G59860,306.320810493292,-4.61878438884199,0.298345133547362,-15.4813464993514,4.63665587221716e-54,8.32192573877412e-52,down
AT2G42540,2401.98092719304,2.77083555724697,0.179380758752995,15.4466709613063,7.94418471120084e-54,1.41519129284384e-51,up
AT3G24500,878.327025394556,-3.74648594626126,0.242692404399598,-15.4371784132667,9.20395299106538e-54,1.62746342110905e-51,down
AT1G51830,456.454229153497,3.46653175965323,0.224947227337328,15.4104222607503,1.3929864549652e-53,2.44499850488782e-51,up
AT4G01390,316.853277724611,5.88810017943246,0.382310263912317,15.4013656844507,1.6024883457097301e-53,2.7921897299589e-51,up
AT3G27690,4991.69972797797,2.28895282982732,0.148855494542961,15.3770126984914,2.33473811653976e-53,4.03858938984932e-51,up
AT5G50950,1135.00386822873,2.86652047191671,0.186537746314718,15.3669727899492,2.72612407002872e-53,4.68167681119824e-51,up
AT5G14800,9525.55876477357,-2.28745618614732,0.148973698489778,-15.3547653668831,3.29098063222833e-53,5.61135704799445e-51,down
AT2G28780,522.973446889176,3.29324008796607,0.214510564722574,15.352344497462,3.4161387785109e-53,5.78345026821515e-51,up
AT1G20693,5324.20380572553,3.2794378364658,0.213740925818307,15.3430505828983,3.94224994616432e-53,6.62714425809073e-51,up
AT2G29670,4425.05565985386,-2.3225693970248,0.151386736649926,-15.3419609169304,4.00899365392237e-53,6.69221590998468e-51,down
AT3G53730,1954.58326385186,2.55999821992927,0.167287274554782,15.3030063209676,7.30049764719146e-53,1.21020957872297e-50,up
AT2G36490,540.97495425548,3.37576551150881,0.220984785141081,15.2760087503475,1.10504708841444e-52,1.81921234810628e-50,up
AT5G25280,6162.39756285941,-2.27959075941157,0.149452462475842,-15.2529488082543,1.57362825056715e-52,2.5728821896773e-50,down
AT2G07674,426.77165982795,-7.30140067689917,0.480883326911084,-15.1833101051749,4.56168508520895e-52,7.40761800469543e-50,down
AT1G73870,340.443264798855,-4.1124583765874,0.271058719646695,-15.1718357629213,5.43355892755261e-52,8.76381656483841e-50,down
AT1G32900,1490.42190791757,-2.64420380338113,0.174911564429741,-15.1173755263236,1.24402660007106e-51,1.9930308033755898e-49,down
AT1G49860,943.853232678189,3.20704594117686,0.212217853719531,15.1120458762876,1.34885905027206e-51,2.1465742926029598e-49,up
ATMG00665,421.599477064165,-7.28251071793965,0.482417646283809,-15.0958630432339,1.72417055510986e-51,2.7256738623197e-49,down
AT1G22590,402.498688603281,3.66192516884808,0.242947601845648,15.0729010742597,2.44152379322368e-51,3.83431674131858e-49,up
AT1G29700,471.231231304832,3.37897705521899,0.224573770443134,15.0461785833293,3.65760992618837e-51,5.706588663270759e-49,up
ATMG01200,895.336794606712,-9.2506648736603,0.615032247184785,-15.0409428383695,3.95871383993662e-51,6.13626351124201e-49,down
AT1G32080,4043.19301559357,2.27143232705779,0.151207570797563,15.0219484056046,5.27345459530361e-51,8.12146029964468e-49,up
AT2G02120,723.166719781053,3.0470571268073,0.203555264110451,14.9691885401398,1.16736900057032e-50,1.78629906491117e-48,up
AT1G20350,277.562047441871,-5.01837453600913,0.3357689158145,-14.9459175630826,1.65594454397718e-50,2.51777402606874e-48,down
AT4G32480,720.933070262353,-2.86818871726082,0.192055238850814,-14.9341863019358,1.97469816186109e-50,2.98341897606241e-48,down
AT1G14250,309.226557174039,4.17059052547233,0.280090269897702,14.8901656847828,3.8182216177160798e-50,5.73237536078619e-48,up
AT4G28790,443.289874218317,-3.34805655608447,0.225156984295449,-14.869876528863,5.1708614897287895e-50,7.71460216383224e-48,down
AT3G18610,312.802709894333,-4.06807084218345,0.273678902261441,-14.8643933038627,5.61209844506444e-50,8.320894533051749e-48,down
AT3G09640,1997.45974713481,-10.9945324622752,0.740102661367664,-14.8554153851548,6.41689615393088e-50,9.45541531422741e-48,down
AT5G20630,16178.2061389279,2.29407854891619,0.155156478022104,14.785580197234,1.8148663093913398e-49,2.6578327405816404e-47,up
AT2G32550,288.075690854804,-4.19425336670125,0.284733156248247,-14.73047052885,4.10835367355472e-49,5.979909179355171e-47,down
AT1G58602,2506.65102428553,2.45825383251786,0.166905420315518,14.7284242049826,4.23465252857764e-49,6.126387303616771e-47,up
AT2G37180,2285.31469450628,-2.28586638939379,0.155807268196597,-14.671115255737,9.87091931403069e-49,1.41945009003149e-46,down
AT5G58110,6913.12882299621,-2.78033052983722,0.190012951962945,-14.6323211187173,1.74723109587861e-48,2.4974942209412202e-46,down
AT2G35960,476.882258402388,3.21591719124213,0.220089343634386,14.6118714251992,2.35946630669995e-48,3.3525488218592e-46,up
AT2G05215,312.533535578046,-4.95024172696833,0.338953606912631,-14.6044816341025,2.62974808971374e-48,3.7144802751217e-46,down
AT5G13200,602.275053942273,-2.9106200034044,0.199418535263148,-14.5955339585842,2.99855775563557e-48,4.2105042461633405e-46,down
AT3G01260,266.380957640243,5.43466508729359,0.373436673650888,14.5531102614047,5.58068831511077e-48,7.79044507426954e-46,up
AT3G20100,1838.82464949066,-2.30930184718081,0.158951491167552,-14.5283433972101,8.013501942389729e-48,1.11215293527201e-45,down
AT5G35490,448.574941384489,-3.57712753436731,0.24623294128129,-14.5274126026903,8.12311586176779e-48,1.12084912564312e-45,down
AT2G07638,325.760583272421,-6.66390568682742,0.459007376060236,-14.5180797398622,9.30814002268039e-48,1.27698052000807e-45,down
AT1G66100,256.7928442721,4.90762817581046,0.338284808325982,14.5073856555843,1.08788410485316e-47,1.4839360838257e-45,up
AT1G72660,1013.62869284134,-9.69316189214245,0.6693512020489,-14.4814289755086,1.5876190895245602e-47,2.15329859579778e-45,down
AT5G03720,518.58191699334,-3.03126525902772,0.209724228066697,-14.4535769041606,2.37998114893581e-47,3.20974745798003e-45,down
AT2G21640,770.637083464519,-3.21346549687655,0.222572907316411,-14.4378106734629,2.99195764445226e-47,4.01241690622022e-45,down
AT1G02300,1891.76007630271,-2.36770411584352,0.16502215473997,-14.3477954191931,1.0997796771999801e-46,1.46663914382351e-44,down
AT5G50260,338.679109214777,-4.14505683467192,0.289108235904144,-14.3373875936424,1.2777539700581901e-46,1.6945147232921702e-44,down
AT3G53230,1530.76296805231,-2.3810662727314,0.166169141009149,-14.329172421974,1.4382425065893e-46,1.8968114295465902e-44,down
AT3G07320,1126.08128122593,2.51727136032502,0.175943627796103,14.3072607508254,1.97126150900362e-46,2.58549359788052e-44,up
AT1G64900,3548.46670553038,-2.13497388711449,0.149822815687623,-14.2499917473575,4.48334224716379e-46,5.848189223062671e-44,down
AT1G21130,2914.58280904731,2.16504664633642,0.152390072873805,14.2072682656258,8.25846808414823e-46,1.0714015849820798e-43,up
AT2G28740,1535.55362085916,2.38334496624325,0.167842949584244,14.199851540663,9.180669446898471e-46,1.1846041100914199e-43,up
AT3G02120,408.64997948377,3.29442450189974,0.233102380555693,14.1329509121535,2.3796007972424e-45,3.05394895865448e-43,up
AT2G47240,2604.54844093898,2.19109030913994,0.155059446408124,14.1306470511502,2.45874701196264e-45,3.1386497284791497e-43,up
AT3G46320,698.902660328673,2.93604678583456,0.207914922148368,14.1213855912631,2.80422898054077e-45,3.56062499970684e-43,up
AT5G02160,6963.2706107266,2.16517717910609,0.153638758446348,14.0926495436514,4.2144773465918e-45,5.32295178521126e-43,up
AT1G50400,245.264141297974,-4.62869037911049,0.329471288531684,-14.0488429196323,7.83029437967383e-45,9.837734586168098e-43,down
AT1G68570,1141.76458847781,-2.38975821000193,0.170131014879934,-14.0465758797034,8.08496860285029e-45,1.01045175664209e-42,down
AT1G01790,2594.14145690608,2.47110498852512,0.176170085240035,14.0268138325426,1.0684503051929999e-44,1.3283842310032398e-42,up
AT3G45970,598.94614830205,-2.93764572507254,0.209587766242491,-14.0163034214207,1.23902376403475e-44,1.53247338193127e-42,down
AT1G16730,598.359744268861,-3.46637013289071,0.247899020728468,-13.98299244065,1.97985085938201e-44,2.43613504455196e-42,down
AT1G71280,229.037319422423,-5.51761038658497,0.398233146685966,-13.8552263479363,1.18283428241101e-43,1.44797113617606e-41,down
AT1G11850,839.79963457894,2.49995643843579,0.181137335247408,13.8014420661605,2.4980496606133798e-43,3.04239507390317e-41,up
AT3G53830,517.663035803914,-2.83562876919363,0.205657407645794,-13.7881188023019,3.0049403473201996e-43,3.64116401171982e-41,down
AT3G19270,285.725294939753,-3.90509713419781,0.28336670862686,-13.7810724242137,3.3131358340433197e-43,3.9943366411337397e-41,down
AT1G09200,2357.31987409892,2.15780646402955,0.15673691437965,13.7670597419245,4.02254025076417e-43,4.82522906160762e-41,up
AT1G22710,2870.0411677738,2.08897271665851,0.152211575048203,13.7241383646216,7.278930884674519e-43,8.68776795740328e-41,up
AT5G11100,477.127281273912,-2.94565959597265,0.214924819824936,-13.7055347929197,9.40716227048939e-43,1.11720582367588e-40,down
AT3G01420,5715.34677271312,-2.00036171793307,0.146289789884286,-13.6739667171259,1.4525597247297e-42,1.7165372865852799e-40,down
AT1G07350,2774.10224293126,-2.42118467396319,0.177373980071488,-13.6501682658718,2.01412957119512e-42,2.3684377829556097e-40,down
AT2G25810,424.392328674291,3.05563356249505,0.224008339125409,13.6407134414062,2.29306194389047e-42,2.6832196893435898e-40,up
AT4G12500,466.282728114857,3.09274087852925,0.227671389113393,13.5842316005235,4.9671745609903895e-42,5.7558943662816395e-40,up
AT3G16430,448.850938631237,3.04037446085067,0.224409717996509,13.5483190656564,8.106528248206659e-42,9.348354387098609e-40,up
AT4G39210,2178.62329809285,-2.17663969732638,0.160824040191404,-13.5342930990656,9.812179208665619e-42,1.12608908600989e-39,down
AT5G60250,306.002933886031,-3.47826307779807,0.257114540955881,-13.5280683265398,1.06793081447886e-41,1.2197405010729601e-39,down
AT2G37760,1483.51926606633,-2.41234159434627,0.178524135674816,-13.5126916325778,1.3161974833498599e-41,1.49614048214497e-39,down
AT3G30775,2319.06459595643,2.0890446832358,0.154707035430818,13.5032300077263,1.49667669799134e-41,1.6932307799882102e-39,up
AT5G44550,441.783565876076,2.96123607855595,0.219918801359884,13.465133768668,2.50863487977869e-41,2.82469920826402e-39,up
AT3G44310,48906.9698472964,-2.36720057843974,0.176841676416442,-13.3859881132616,7.30197636815059e-41,8.18335576920764e-39,down
AT2G01008,210.874250601094,-4.95026343163305,0.370324689085664,-13.3673599884882,9.38117325517369e-41,1.04643919053388e-38,down
AT5G05580,1177.53810170592,2.33350241809242,0.17462239113098,13.3631340344098,9.9293845829047e-41,1.1024387878070601e-38,up
AT5G09590,7653.03206213613,-2.00388218147479,0.150106745402356,-13.3497144055949,1.18903901950159e-40,1.31405326085753e-38,down
AT2G03090,1480.0645495355,2.18351298470905,0.163772541827605,13.3325950757211,1.49601698088186e-40,1.64568761984474e-38,up
AT1G79080,408.180606116457,3.07053882643579,0.230501395675521,13.3211289998357,1.7444930339187599e-40,1.91021987214104e-38,up
AT4G32340,2501.84606688267,2.27715318215431,0.171007071813283,13.3161345785784,1.8651728461662498e-40,2.03303840232121e-38,up
